review_date,ticker,action,thesis_conviction,action_score,conviction_bucket,prior_weight,new_weight,weight_change,suggested_weight,rationale
2025-08-28,MSFT,hold,72.4,0.0,high,4.36,4.36,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-04,NVDA,trim,37.2,55.0,low,0.95,0.83,-0.13,1.0,Thesis weakening with conviction 37 — trim
2025-09-04,AAPL,add,81.5,55.0,high,10.04,10.08,0.03,10.0,Winner with strong conviction and attractive valuation — add
2025-09-04,META,hold,79.9,0.0,high,9.23,9.23,0.0,,"Hold — conviction 80, thesis strengthening"
2025-09-04,AMD,hold,84.8,0.0,high,9.41,9.41,0.0,,"Hold — conviction 85, thesis strengthening"
2025-09-04,MSFT,hold,72.4,0.0,high,4.4,4.4,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-11,NVDA,trim,37.2,55.0,low,0.83,0.72,-0.11,1.0,Thesis weakening with conviction 37 — trim
2025-09-11,META,hold,79.9,0.0,high,9.28,9.28,0.0,,"Hold — conviction 80, thesis strengthening"
2025-09-11,AMD,hold,84.8,0.0,high,9.11,9.11,0.0,,"Hold — conviction 85, thesis strengthening"
2025-09-11,AAPL,hold,81.5,0.0,high,10.08,10.08,0.0,,"Hold — conviction 82, thesis strengthening"
2025-09-11,MSFT,hold,72.4,0.0,high,4.42,4.42,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-18,NVDA,trim,37.2,55.0,low,0.72,0.42,-0.3,1.0,Thesis weakening with conviction 37 — trim
2025-09-18,META,add,79.9,55.0,high,9.38,10.0,0.62,10.0,Winner with strong conviction and attractive valuation — add
2025-09-18,AMD,hold,84.8,0.0,high,8.84,8.84,0.0,,"Hold — conviction 85, thesis strengthening"
2025-09-18,AAPL,hold,81.5,0.0,high,9.74,9.74,0.0,,"Hold — conviction 82, thesis strengthening"
2025-09-18,MSFT,hold,72.4,0.0,high,4.39,4.39,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-25,NVDA,trim,37.2,55.0,low,0.42,0.0,-0.42,1.0,Thesis weakening with conviction 37 — trim
2025-09-25,AAPL,add,81.5,55.0,high,9.98,10.14,0.16,10.0,Winner with strong conviction and attractive valuation — add
2025-09-25,META,hold,79.9,0.0,high,10.0,10.0,0.0,,"Hold — conviction 80, thesis strengthening"
2025-09-25,AMD,hold,84.8,0.0,high,8.88,8.88,0.0,,"Hold — conviction 85, thesis strengthening"
2025-09-25,MSFT,hold,72.4,0.0,high,4.42,4.42,0.0,,"Hold — conviction 72, thesis strengthening"
2025-10-02,MSFT,add,91.1,40.0,high,4.45,6.99,2.55,7.01,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-10-02,AMD,hold,84.8,0.0,high,9.15,9.15,0.0,,"Hold — conviction 85, thesis strengthening"
2025-10-02,AAPL,hold,81.5,0.0,high,10.14,10.14,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-02,META,hold,79.9,0.0,high,9.69,9.69,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-09,AMD,add,88.5,55.0,high,9.61,10.4,0.79,10.0,Winner with strong conviction and attractive valuation — add
2025-10-09,MSFT,add,91.1,55.0,high,6.99,9.74,2.75,9.33,Winner with strong conviction and attractive valuation — add
2025-10-09,AAPL,hold,81.5,0.0,high,10.13,10.13,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-09,META,hold,79.9,0.0,high,9.38,9.38,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-16,AMD,hold,88.5,0.0,high,10.4,10.4,0.0,,"Hold — conviction 89, thesis strengthening"
2025-10-16,AAPL,hold,81.5,0.0,high,10.22,10.22,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-16,META,hold,79.9,0.0,high,9.67,9.67,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-16,MSFT,hold,91.1,0.0,high,9.74,9.74,0.0,,"Hold — conviction 91, thesis strengthening"
2025-10-23,MSFT,add,91.1,55.0,high,9.61,10.0,0.39,10.0,Winner with strong conviction and attractive valuation — add
2025-10-23,AMD,hold,88.5,0.0,high,10.55,10.55,0.0,,"Hold — conviction 89, thesis strengthening"
2025-10-23,AAPL,hold,81.5,0.0,high,10.02,10.02,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-23,META,hold,79.9,0.0,high,9.45,9.45,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-30,MSFT,add,91.7,55.0,high,10.0,10.44,0.44,10.0,Winner with strong conviction and attractive valuation — add
2025-10-30,AMD,add,91.5,40.0,high,10.46,10.45,-0.01,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-10-30,AAPL,add,86.7,40.0,high,10.41,10.46,0.05,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-10-30,META,add,90.9,40.0,high,9.65,10.41,0.77,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-11-06,AMD,add,95.2,40.0,high,10.45,10.13,-0.33,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-11-06,AAPL,add,94.1,40.0,high,10.46,10.12,-0.34,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-11-06,META,add,92.6,40.0,high,10.41,10.12,-0.29,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-11-06,MSFT,hold,91.7,0.0,high,10.44,10.44,0.0,,"Hold — conviction 92, thesis strengthening"
2025-11-13,AMD,hold,95.2,0.0,high,10.13,10.13,0.0,,"Hold — conviction 95, thesis strengthening"
2025-11-13,AAPL,hold,94.1,0.0,high,10.12,10.12,0.0,,"Hold — conviction 94, thesis strengthening"
2025-11-13,META,hold,92.6,0.0,high,10.12,10.12,0.0,,"Hold — conviction 93, thesis strengthening"
2025-11-13,MSFT,hold,91.7,0.0,high,10.21,10.21,0.0,,"Hold — conviction 92, thesis strengthening"
2025-11-20,NVDA,initiate,79.4,79.4,high,0.0,5.35,5.35,5.3,"All entry gates passed — conviction 79, thesis strengthening"
2025-11-20,AMD,hold,95.2,0.0,high,10.51,10.51,0.0,,"Hold — conviction 95, thesis strengthening"
2025-11-20,AAPL,hold,94.1,0.0,high,10.2,10.2,0.0,,"Hold — conviction 94, thesis strengthening"
2025-11-20,META,hold,92.6,0.0,high,9.92,9.92,0.0,,"Hold — conviction 93, thesis strengthening"
2025-11-20,MSFT,hold,91.7,0.0,high,10.28,10.28,0.0,,"Hold — conviction 92, thesis strengthening"
2025-11-27,NVDA,add,79.4,55.0,high,5.35,7.3,1.94,7.25,Winner with strong conviction and attractive valuation — add
2025-11-27,META,hold,92.6,0.0,high,9.86,9.86,0.0,,"Hold — conviction 93, thesis strengthening"
2025-11-27,AMD,hold,95.2,0.0,high,8.98,8.98,0.0,,"Hold — conviction 95, thesis strengthening"
2025-11-27,AAPL,hold,94.1,0.0,high,10.23,10.23,0.0,,"Hold — conviction 94, thesis strengthening"
2025-11-27,MSFT,hold,91.7,0.0,high,10.07,10.07,0.0,,"Hold — conviction 92, thesis strengthening"
2025-12-04,NVDA,add,79.4,55.0,high,7.3,9.39,2.09,9.37,Winner with strong conviction and attractive valuation — add
2025-12-04,META,hold,92.6,0.0,high,10.43,10.43,0.0,,"Hold — conviction 93, thesis strengthening"
2025-12-04,AMD,hold,95.2,0.0,high,9.18,9.18,0.0,,"Hold — conviction 95, thesis strengthening"
2025-12-04,AAPL,hold,94.1,0.0,high,10.49,10.49,0.0,,"Hold — conviction 94, thesis strengthening"
2025-12-04,MSFT,hold,91.7,0.0,high,10.05,10.05,0.0,,"Hold — conviction 92, thesis strengthening"
2025-12-11,NVDA,add,79.4,55.0,high,9.39,10.1,0.72,10.0,Winner with strong conviction and attractive valuation — add
2025-12-11,AAPL,add,94.9,40.0,high,10.54,10.09,-0.44,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-12-11,MSFT,add,96.7,40.0,high,9.88,10.09,0.2,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-12-11,META,hold,92.6,0.0,high,10.81,10.81,0.0,,"Hold — conviction 93, thesis strengthening"
2025-12-11,AMD,hold,95.2,0.0,high,9.19,9.19,0.0,,"Hold — conviction 95, thesis strengthening"
2025-12-18,META,add,92.6,40.0,high,10.77,10.22,-0.55,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-12-18,AMD,add,95.1,40.0,high,9.51,10.15,0.63,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-12-18,NVDA,hold,79.4,0.0,high,10.1,10.1,0.0,,"Hold — conviction 79, thesis strengthening"
2025-12-18,AAPL,hold,94.9,0.0,high,10.09,10.09,0.0,,"Hold — conviction 95, thesis strengthening"
2025-12-18,MSFT,hold,96.7,0.0,high,10.09,10.09,0.0,,"Hold — conviction 97, thesis strengthening"
2025-12-25,NVDA,add,79.4,55.0,high,10.08,10.16,0.07,10.0,Winner with strong conviction and attractive valuation — add
2025-12-25,META,hold,87.9,0.0,high,10.22,10.22,0.0,,"Hold — conviction 88, thesis weakening"
2025-12-25,AMD,hold,95.1,0.0,high,10.15,10.15,0.0,,"Hold — conviction 95, thesis strengthening"
2025-12-25,AAPL,hold,94.9,0.0,high,10.24,10.24,0.0,,"Hold — conviction 95, thesis strengthening"
2025-12-25,MSFT,hold,96.7,0.0,high,10.47,10.47,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-01,NVDA,hold,79.4,0.0,high,10.16,10.16,0.0,,"Hold — conviction 79, thesis strengthening"
2026-01-01,META,hold,87.9,0.0,high,10.24,10.24,0.0,,"Hold — conviction 88, thesis weakening"
2026-01-01,AMD,hold,95.1,0.0,high,10.83,10.83,0.0,,"Hold — conviction 95, thesis strengthening"
2026-01-01,AAPL,hold,94.9,0.0,high,10.28,10.28,0.0,,"Hold — conviction 95, thesis strengthening"
2026-01-01,MSFT,hold,96.7,0.0,high,10.53,10.53,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-08,AAPL,add,95.3,40.0,high,10.25,10.0,-0.25,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-01-08,NVDA,hold,79.4,0.0,high,10.09,10.09,0.0,,"Hold — conviction 79, thesis strengthening"
2026-01-08,META,hold,87.9,0.0,high,10.17,10.17,0.0,,"Hold — conviction 88, thesis weakening"
2026-01-08,AMD,hold,95.1,0.0,high,10.83,10.83,0.0,,"Hold — conviction 95, thesis strengthening"
2026-01-08,MSFT,hold,96.7,0.0,high,10.48,10.48,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-15,NVDA,hold,79.4,0.0,high,10.15,10.15,0.0,,"Hold — conviction 79, thesis strengthening"
2026-01-15,META,hold,87.9,0.0,high,10.09,10.09,0.0,,"Hold — conviction 88, thesis weakening"
2026-01-15,AMD,hold,95.1,0.0,high,10.49,10.49,0.0,,"Hold — conviction 95, thesis strengthening"
2026-01-15,AAPL,hold,95.3,0.0,high,10.0,10.0,0.0,,"Hold — conviction 95, thesis strengthening"
2026-01-15,MSFT,hold,96.7,0.0,high,10.51,10.51,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-22,AMD,add,95.5,40.0,high,11.64,10.64,-1.0,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-01-22,NVDA,hold,79.4,0.0,high,10.22,10.22,0.0,,"Hold — conviction 79, thesis strengthening"
2026-01-22,META,hold,88.6,0.0,high,9.66,9.66,0.0,,"Hold — conviction 89, thesis weakening"
2026-01-22,AAPL,hold,95.3,0.0,high,9.93,9.93,0.0,,"Hold — conviction 95, thesis strengthening"
2026-01-22,MSFT,hold,96.7,0.0,high,9.99,9.99,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-29,NVDA,add,86.6,40.0,high,10.58,10.6,0.02,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-01-29,META,add,93.5,40.0,high,10.56,10.59,0.03,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-01-29,AAPL,add,95.3,40.0,high,10.01,10.61,0.61,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-01-29,MSFT,add,96.7,40.0,high,10.34,10.58,0.24,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-01-29,AMD,hold,95.5,0.0,high,10.64,10.64,0.0,,"Hold — conviction 95, thesis strengthening"
2026-02-05,META,add,93.5,40.0,high,10.59,10.44,-0.15,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-05,AMD,add,97.4,40.0,high,11.0,10.36,-0.63,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-05,AAPL,add,96.6,40.0,high,10.61,10.43,-0.18,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-05,NVDA,hold,86.6,0.0,high,10.6,10.6,0.0,,"Hold — conviction 87, thesis strengthening"
2026-02-05,MSFT,hold,96.7,0.0,high,10.58,10.58,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-12,NVDA,hold,86.6,0.0,high,10.4,10.4,0.0,,"Hold — conviction 87, thesis strengthening"
2026-02-12,META,hold,93.5,0.0,high,10.44,10.44,0.0,,"Hold — conviction 93, thesis stable"
2026-02-12,AMD,hold,97.4,0.0,high,10.36,10.36,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-12,AAPL,hold,96.6,0.0,high,10.43,10.43,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-12,MSFT,hold,96.7,0.0,high,10.56,10.56,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-19,AMD,add,98.1,40.0,high,10.98,10.16,-0.81,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-19,NVDA,hold,86.6,0.0,high,11.19,11.19,0.0,,"Hold — conviction 87, thesis strengthening"
2026-02-19,META,hold,93.5,0.0,high,10.02,10.02,0.0,,"Hold — conviction 93, thesis stable"
2026-02-19,AAPL,hold,96.6,0.0,high,9.8,9.8,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-19,MSFT,hold,96.7,0.0,high,10.67,10.67,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-26,NVDA,add,88.9,40.0,high,11.48,10.32,-1.16,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-26,AMD,add,98.4,40.0,high,10.16,10.36,0.2,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-26,AAPL,add,97.2,40.0,high,9.96,10.36,0.4,10.0,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-26,META,hold,93.5,0.0,high,10.15,10.15,0.0,,"Hold — conviction 93, thesis stable"
2026-02-26,MSFT,hold,96.7,0.0,high,10.82,10.82,0.0,,"Hold — conviction 97, thesis strengthening"
