review_date,ticker,action,thesis_conviction,action_score,conviction_bucket,prior_weight,new_weight,weight_change,suggested_weight,rationale
2025-09-04,NVDA,trim,37.2,55.0,low,0.96,0.83,-0.13,1.0,Thesis weakening with conviction 37 — trim
2025-09-04,AAPL,add,81.5,55.0,high,10.05,10.08,0.02,10.0,Winner with strong conviction and attractive valuation — add
2025-09-04,MSFT,hold,72.4,0.0,high,4.4,4.4,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-04,META,hold,79.9,0.0,high,9.24,9.24,0.0,,"Hold — conviction 80, thesis strengthening"
2025-09-04,AMD,hold,84.8,0.0,high,6.84,6.84,0.0,,"Hold — conviction 85, thesis strengthening"
2025-09-11,NVDA,trim,37.2,55.0,low,0.83,0.72,-0.11,1.0,Thesis weakening with conviction 37 — trim
2025-09-11,MSFT,hold,72.4,0.0,high,4.42,4.42,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-11,META,hold,79.9,0.0,high,9.28,9.28,0.0,,"Hold — conviction 80, thesis strengthening"
2025-09-11,AAPL,hold,81.5,0.0,high,10.08,10.08,0.0,,"Hold — conviction 82, thesis strengthening"
2025-09-11,AMD,hold,84.8,0.0,high,6.62,6.62,0.0,,"Hold — conviction 85, thesis strengthening"
2025-09-18,NVDA,trim,37.2,55.0,low,0.72,0.41,-0.3,1.0,Thesis weakening with conviction 37 — trim
2025-09-18,META,add,79.9,55.0,high,9.37,10.0,0.63,10.0,Winner with strong conviction and attractive valuation — add
2025-09-18,MSFT,hold,72.4,0.0,high,4.39,4.39,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-18,AAPL,hold,81.5,0.0,high,9.73,9.73,0.0,,"Hold — conviction 82, thesis strengthening"
2025-09-18,AMD,hold,84.8,0.0,high,6.41,6.41,0.0,,"Hold — conviction 85, thesis strengthening"
2025-09-25,NVDA,trim,37.2,55.0,low,0.41,0.0,-0.41,1.0,Thesis weakening with conviction 37 — trim
2025-09-25,AAPL,add,81.5,55.0,high,9.98,10.14,0.16,10.0,Winner with strong conviction and attractive valuation — add
2025-09-25,MSFT,hold,72.4,0.0,high,4.42,4.42,0.0,,"Hold — conviction 72, thesis strengthening"
2025-09-25,META,hold,79.9,0.0,high,10.0,10.0,0.0,,"Hold — conviction 80, thesis strengthening"
2025-09-25,AMD,hold,84.8,0.0,high,6.45,6.45,0.0,,"Hold — conviction 85, thesis strengthening"
2025-10-02,MSFT,add,91.1,40.0,high,4.44,5.76,1.31,5.76,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-10-02,META,hold,79.9,0.0,high,9.7,9.7,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-02,AAPL,hold,81.5,0.0,high,10.14,10.14,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-02,AMD,hold,84.8,0.0,high,6.64,6.64,0.0,,"Hold — conviction 85, thesis strengthening"
2025-10-09,MSFT,add,91.1,55.0,high,5.76,8.19,2.43,8.18,Winner with strong conviction and attractive valuation — add
2025-10-09,AMD,add,88.5,55.0,high,6.98,10.03,3.05,10.0,Winner with strong conviction and attractive valuation — add
2025-10-09,META,hold,79.9,0.0,high,9.4,9.4,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-09,AAPL,hold,81.5,0.0,high,10.14,10.14,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-16,AMD,add,88.5,55.0,high,10.03,10.03,-0.0,10.0,Winner with strong conviction and attractive valuation — add
2025-10-16,MSFT,hold,91.1,0.0,high,8.19,8.19,0.0,,"Hold — conviction 91, thesis strengthening"
2025-10-16,META,hold,79.9,0.0,high,9.23,9.23,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-16,AAPL,hold,81.5,0.0,high,9.75,9.75,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-23,MSFT,add,91.1,55.0,high,8.1,10.01,1.91,10.0,Winner with strong conviction and attractive valuation — add
2025-10-23,AMD,add,88.5,55.0,high,10.03,10.0,-0.03,10.0,Winner with strong conviction and attractive valuation — add
2025-10-23,META,hold,79.9,0.0,high,9.05,9.05,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-23,AAPL,hold,81.5,0.0,high,9.59,9.59,0.0,,"Hold — conviction 82, thesis strengthening"
2025-10-30,MSFT,add,91.7,55.0,high,10.01,10.21,0.2,10.0,Winner with strong conviction and attractive valuation — add
2025-10-30,AMD,add,91.5,55.0,high,10.0,10.21,0.22,10.0,Winner with strong conviction and attractive valuation — add
2025-10-30,AAPL,add,86.7,40.0,high,9.97,10.4,0.43,10.18,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-10-30,META,hold,90.9,0.0,high,9.24,9.24,0.0,,"Hold — conviction 91, thesis strengthening"
2025-11-06,META,trim,92.6,75.0,high,8.52,6.11,-2.41,6.07,Stop-loss TRIM: position -18.7% below cost basis (threshold -15%)
2025-11-06,AAPL,add,94.1,40.0,high,10.4,10.32,-0.07,10.27,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-11-06,MSFT,hold,91.7,0.0,high,10.21,10.21,0.0,,"Hold — conviction 92, thesis strengthening"
2025-11-06,AMD,hold,95.2,0.0,high,10.21,10.21,0.0,,"Hold — conviction 95, thesis strengthening"
2025-11-13,META,trim,92.6,75.0,high,6.11,3.99,-2.12,3.99,Stop-loss TRIM: position -19.9% below cost basis (threshold -15%)
2025-11-13,AMD,add,95.2,55.0,high,9.77,10.03,0.26,10.0,Winner with strong conviction and attractive valuation — add
2025-11-13,MSFT,hold,91.7,0.0,high,9.89,9.89,0.0,,"Hold — conviction 92, thesis strengthening"
2025-11-13,AAPL,hold,94.1,0.0,high,10.32,10.32,0.0,,"Hold — conviction 94, thesis strengthening"
2025-11-20,AMD,exit,95.2,86.0,high,10.03,0.0,-10.03,,Trailing stop EXIT: -22.1% from 90-day peak (threshold -20%)
2025-11-20,META,trim,92.6,75.0,high,3.99,1.98,-2.02,1.96,Stop-loss TRIM: position -22.6% below cost basis (threshold -15%)
2025-11-20,MSFT,hold,91.7,0.0,high,9.98,9.98,0.0,,"Hold — conviction 92, thesis strengthening"
2025-11-20,AAPL,hold,94.1,0.0,high,10.42,10.42,0.0,,"Hold — conviction 94, thesis strengthening"
2025-11-27,META,trim,92.6,75.0,high,1.98,1.02,-0.96,1.0,Stop-loss TRIM: position -16.8% below cost basis (threshold -15%)
2025-11-27,AMD,initiate,95.2,95.2,high,0.0,6.91,6.91,7.0,"All entry gates passed — conviction 95, thesis strengthening"
2025-11-27,NVDA,initiate,79.4,79.4,high,0.0,5.41,5.41,5.3,"All entry gates passed — conviction 79, thesis strengthening"
2025-11-27,MSFT,hold,91.7,0.0,high,9.76,9.76,0.0,,"Hold — conviction 92, thesis strengthening"
2025-11-27,AAPL,hold,94.1,0.0,high,10.44,10.44,0.0,,"Hold — conviction 94, thesis strengthening"
2025-12-04,MSFT,hold,91.7,0.0,high,9.84,9.84,0.0,,"Hold — conviction 92, thesis strengthening"
2025-12-04,META,hold,92.6,0.0,high,1.02,1.02,0.0,,"Hold — conviction 93, thesis strengthening"
2025-12-04,AAPL,hold,94.1,0.0,high,10.8,10.8,0.0,,"Hold — conviction 94, thesis strengthening"
2025-12-04,NVDA,hold,79.4,0.0,high,5.41,5.41,0.0,,"Hold — conviction 79, thesis strengthening"
2025-12-04,AMD,hold,95.2,0.0,high,6.91,6.91,0.0,,"Hold — conviction 95, thesis strengthening"
2025-12-11,AMD,add,95.2,55.0,high,6.95,9.8,2.85,9.62,Winner with strong conviction and attractive valuation — add
2025-12-11,AAPL,add,94.9,40.0,high,10.9,10.47,-0.43,10.4,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-12-11,MSFT,hold,96.7,0.0,high,9.72,9.72,0.0,,"Hold — conviction 97, thesis strengthening"
2025-12-11,META,hold,92.6,0.0,high,1.06,1.06,0.0,,"Hold — conviction 93, thesis strengthening"
2025-12-11,NVDA,hold,79.4,0.0,high,5.49,5.49,0.0,,"Hold — conviction 79, thesis strengthening"
2025-12-18,AMD,exit,95.1,86.0,high,9.8,0.0,-9.8,,Trailing stop EXIT: -23.9% from 90-day peak (threshold -20%)
2025-12-18,AAPL,trim,94.9,75.0,high,10.47,8.33,-2.14,8.38,Stop-loss TRIM: position -18.1% below cost basis (threshold -15%)
2025-12-18,META,add,92.6,40.0,high,1.06,2.35,1.29,2.34,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2025-12-18,MSFT,hold,96.7,0.0,high,9.83,9.83,0.0,,"Hold — conviction 97, thesis strengthening"
2025-12-18,NVDA,hold,79.4,0.0,high,5.45,5.45,0.0,,"Hold — conviction 79, thesis strengthening"
2025-12-25,AAPL,trim,94.9,75.0,high,8.33,6.33,-2.0,6.33,Stop-loss TRIM: position -17.6% below cost basis (threshold -15%)
2025-12-25,AMD,initiate,95.1,95.1,high,0.0,7.01,7.01,7.0,"All entry gates passed — conviction 95, thesis strengthening"
2025-12-25,NVDA,add,79.4,55.0,high,5.29,7.68,2.39,7.69,Winner with strong conviction and attractive valuation — add
2025-12-25,MSFT,hold,96.7,0.0,high,9.92,9.92,0.0,,"Hold — conviction 97, thesis strengthening"
2025-12-25,META,hold,87.9,0.0,high,2.35,2.35,0.0,,"Hold — conviction 88, thesis weakening"
2026-01-01,AAPL,trim,94.9,75.0,high,6.33,4.3,-2.04,4.3,Stop-loss TRIM: position -18.2% below cost basis (threshold -15%)
2026-01-01,NVDA,add,79.4,55.0,high,7.68,9.59,1.92,9.61,Winner with strong conviction and attractive valuation — add
2026-01-01,MSFT,hold,96.7,0.0,high,9.95,9.95,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-01,META,hold,87.9,0.0,high,2.35,2.35,0.0,,"Hold — conviction 88, thesis weakening"
2026-01-01,AMD,hold,95.1,0.0,high,7.01,7.01,0.0,,"Hold — conviction 95, thesis strengthening"
2026-01-08,AMD,exit,95.1,86.0,high,7.0,0.0,-7.0,,Trailing stop EXIT: -22.6% from 90-day peak (threshold -20%)
2026-01-08,AAPL,trim,95.3,75.0,high,4.3,2.13,-2.17,2.12,Stop-loss TRIM: position -22.0% below cost basis (threshold -15%)
2026-01-08,NVDA,add,79.4,55.0,high,9.59,10.01,0.41,10.0,Winner with strong conviction and attractive valuation — add
2026-01-08,MSFT,hold,96.7,0.0,high,9.89,9.89,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-08,META,hold,87.9,0.0,high,2.33,2.33,0.0,,"Hold — conviction 88, thesis weakening"
2026-01-15,AAPL,trim,95.3,75.0,high,2.13,0.99,-1.14,1.0,Stop-loss TRIM: position -22.3% below cost basis (threshold -15%)
2026-01-15,AMD,initiate,95.1,95.1,high,0.0,6.91,6.91,7.0,"All entry gates passed — conviction 95, thesis strengthening"
2026-01-15,NVDA,add,79.4,55.0,high,10.01,10.05,0.04,10.0,Winner with strong conviction and attractive valuation — add
2026-01-15,MSFT,hold,96.7,0.0,high,9.85,9.85,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-15,META,hold,87.9,0.0,high,2.3,2.3,0.0,,"Hold — conviction 88, thesis weakening"
2026-01-22,AAPL,exit,95.3,88.0,high,0.99,0.0,-0.99,,Stop-loss EXIT: position -25.3% below cost basis (threshold -25%)
2026-01-22,AMD,add,95.5,55.0,high,6.91,9.97,3.05,10.0,Winner with strong conviction and attractive valuation — add
2026-01-22,MSFT,hold,96.7,0.0,high,9.5,9.5,0.0,,"Hold — conviction 97, thesis strengthening"
2026-01-22,META,hold,88.6,0.0,high,2.23,2.23,0.0,,"Hold — conviction 89, thesis weakening"
2026-01-22,NVDA,hold,79.4,0.0,high,10.05,10.05,0.0,,"Hold — conviction 79, thesis strengthening"
2026-01-29,MSFT,trim,96.7,75.0,high,9.33,6.97,-2.36,6.94,Stop-loss TRIM: position -17.3% below cost basis (threshold -15%)
2026-01-29,AAPL,initiate,95.3,95.3,high,0.0,6.94,6.94,7.0,"All entry gates passed — conviction 95, thesis strengthening"
2026-01-29,AMD,add,95.5,55.0,high,9.97,10.05,0.09,10.0,Winner with strong conviction and attractive valuation — add
2026-01-29,NVDA,add,86.6,55.0,high,9.87,10.05,0.18,10.0,Winner with strong conviction and attractive valuation — add
2026-01-29,META,add,93.5,50.0,high,2.31,5.19,2.88,5.13,Winner with strong conviction and attractive valuation — add
2026-02-05,MSFT,trim,96.7,75.0,high,6.97,4.6,-2.37,4.6,Stop-loss TRIM: position -24.9% below cost basis (threshold -15%)
2026-02-05,AMD,trim,97.4,75.0,high,10.05,6.12,-3.94,6.0,Stop-loss TRIM: position -19.2% below cost basis (threshold -15%)
2026-02-05,AAPL,add,96.6,55.0,high,6.94,10.0,3.05,10.0,Winner with strong conviction and attractive valuation — add
2026-02-05,META,add,93.5,40.0,high,5.19,6.19,1.0,6.17,"Loser with intact thesis, confirming evidence, and attractive valuation — add"
2026-02-05,NVDA,hold,86.6,0.0,high,10.05,10.05,0.0,,"Hold — conviction 87, thesis strengthening"
2026-02-12,AMD,exit,97.4,86.0,high,6.12,0.0,-6.12,,Trailing stop EXIT: -20.7% from 90-day peak (threshold -20%)
2026-02-12,MSFT,trim,96.7,75.0,high,4.6,2.67,-1.93,2.67,Stop-loss TRIM: position -23.3% below cost basis (threshold -15%)
2026-02-12,META,hold,93.5,0.0,high,6.19,6.19,0.0,,"Hold — conviction 93, thesis stable"
2026-02-12,AAPL,hold,96.6,0.0,high,10.0,10.0,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-12,NVDA,hold,86.6,0.0,high,9.34,9.34,0.0,,"Hold — conviction 87, thesis strengthening"
2026-02-19,MSFT,trim,96.7,75.0,high,2.67,0.99,-1.68,1.0,Stop-loss TRIM: position -23.8% below cost basis (threshold -15%)
2026-02-19,META,hold,93.5,0.0,high,5.96,5.96,0.0,,"Hold — conviction 93, thesis stable"
2026-02-19,AAPL,hold,96.6,0.0,high,9.43,9.43,0.0,,"Hold — conviction 97, thesis strengthening"
2026-02-19,NVDA,hold,86.6,0.0,high,10.09,10.09,0.0,,"Hold — conviction 87, thesis strengthening"
2026-02-26,MSFT,trim,96.7,75.0,high,0.99,0.99,-0.0,1.0,Stop-loss TRIM: position -23.2% below cost basis (threshold -15%)
2026-02-26,AMD,initiate,98.4,98.4,high,0.0,7.05,7.05,7.0,"All entry gates passed — conviction 98, thesis strengthening"
2026-02-26,AAPL,add,97.2,55.0,high,9.39,9.99,0.6,10.0,Winner with strong conviction and attractive valuation — add
2026-02-26,META,hold,93.5,0.0,high,5.92,5.92,0.0,,"Hold — conviction 93, thesis stable"
2026-02-26,NVDA,hold,88.9,0.0,high,10.15,10.15,0.0,,"Hold — conviction 89, thesis strengthening"
